H,K,L,Distance,2theta/TOF,Mult
6,-7,11,3.9752,22.36472600042055,8
8,7,10,3.9739,22.372136654619826,8
-1,12,6,3.972,22.382976507312343,8
-9,-1,12,3.9703,22.392684289307702,8
0,-11,-8,3.9701,22.39382693859311,4
7,12,0,3.9698,22.395541132627642,4
4,12,-5,3.9689,22.400685300071224,8
8,11,4,3.9673,22.409836362520654,8
-10,-9,6,3.9662,22.41613208486242,8
10,3,-11,3.9632,22.43332034857584,8
1,11,8,3.9629,22.435040634393424,8
7,12,1,3.9603,22.449960910522467,8
9,-11,2,3.9594,22.455130276866054,8
-8,9,-8,3.9582,22.46202649416442,4
12,9,2,3.9547,22.482164837708552,8
-4,-8,-11,3.9507,22.50522464345989,8
-2,12,-6,3.9503,22.507533243352942,8
-3,-7,12,3.95,22.509265006186773,8
12,4,-9,3.9495,22.512151873789136,8
12,0,-10,3.9478,22.521972801849863,4
-6,10,-8,3.9466,22.52891041667083,8
11,10,0,3.9453,22.53643102302784,4
12,-8,5,3.9452,22.53700974057394,8
10,-10,-4,3.9438,22.545114928980404,8
2,-11,-8,3.9414,22.559023200106285,8
-9,2,12,3.9368,22.585729063411694,8
12,1,10,3.9367,22.586310332601336,8
11,10,1,3.9359,22.590961570650293,8
-11,4,-10,3.934,22.6020159939534,8
-5,-11,7,3.9334,22.605509127510786,8
-7,12,2,3.9319,22.614246718754316,8
7,5,12,3.9316,22.615995053059983,8
-4,10,9,3.9287,22.632909659334114,8
8,-4,12,3.9248,22.65569708971112,8
-9,5,-11,3.921,22.6779447049236,8
-11,-9,-5,3.9205,22.680875297935334,8
8,-6,11,3.9199,22.684393016256813,8
-3,12,-6,3.9151,22.712574360170255,8
7,8,10,3.9143,22.717278105942167,8
11,0,11,3.9138,22.720218943246312,4
9,11,3,3.9125,22.72786870899323,8
-6,12,-4,3.9116,22.733167739457045,8
11,-10,2,3.908,22.754388762067904,8
11,-7,8,3.9079,22.75497880432685,8
3,11,8,3.9064,22.763833136723136,8
5,12,-5,3.9052,22.77092159930912,8
7,-9,-9,3.9051,22.771512505155922,4
12,2,-10,3.904,22.778014507936714,8
11,-1,11,3.903,22.783928664447572,4
6,-6,12,3.9027,22.785703514404343,8
4,-7,12,3.9009,22.796358463412105,8
-10,7,9,3.8974,22.817105166927277,8
-5,-9,-10,3.897,22.819478639937362,8
-11,-6,9,3.8923,22.847404234619596,8
9,-10,6,3.8915,22.852164382465162,8
8,-10,-7,3.8899,22.86169067203859,8
12,6,8,3.8891,22.866456816300257,8
5,-8,-11,3.8879,22.873609785603783,8
10,-4,11,3.8866,22.88136392218359,8
-7,-11,6,3.8865,22.88196061348963,8
7,12,3,3.886,22.88494454010179,8
11,-8,7,3.8839,22.89748559347689,8
-7,-7,-11,3.8837,22.898680701354305,1
8,11,-5,3.8836,22.899278302399534,8
9,-3,12,3.8828,22.90406024164722,8
0,-9,-11,3.8777,22.93459244110632,4
-11,2,-11,3.8711,22.97422658274912,4
1,-9,-11,3.871,22.97482816088335,8
9,-8,9,3.8676,22.995300709745315,4
4,12,-6,3.8672,22.997711660540816,8
-5,-10,9,3.8669,22.99952020774025,8
0,-10,-10,3.8657,23.00675726172305,4
8,12,0,3.8652,23.00977405460624,4
-10,-11,0,3.8642,23.015810031012535,4
10,-6,-10,3.8641,23.016413804041374,8
11,-10,-3,3.8629,23.023661569233543,8
10,-10,-5,3.8616,23.031518503543,8
0,12,-7,3.859,23.047248582851136,4
-4,-11,-8,3.8588,23.04845948519449,8
6,-11,7,3.858,23.053304376142844,8
7,-10,8,3.857,23.059363374909,8
8,12,-1,3.8564,23.063000313862847,8
9,7,-10,3.8556,23.06785136326066,8
-10,-11,-1,3.8554,23.069064446721942,8
12,-5,9,3.8529,23.084238837633208,8
1,12,-7,3.8524,23.087276128461887,8
12,-3,10,3.8513,23.093961002221793,8
0,-8,12,3.8511,23.095176852665432,4
2,9,-11,3.8509,23.096392832037896,8
-9,-11,4,3.8496,23.104299842025753,8
-10,0,12,3.8494,23.105516789023028,4
-10,9,-7,3.847,23.120130229064085,8
12,9,-4,3.8453,23.13049268354549,8
12,8,-6,3.8452,23.13110253100842,8
1,8,12,3.8444,23.13598247678999,8
-9,9,-8,3.8413,23.154911868054526,8
-5,-7,12,3.8404,23.16041334191122,8
10,1,12,3.8392,23.16775273697874,8
-2,-10,-10,3.8391,23.16836456469102,4
-11,5,-10,3.8385,23.172036214480077,8
-2,12,-7,3.8326,23.208203292728175,8
6,12,5,3.8313,23.216187601521778,8
8,12,2,3.8302,23.222947877730157,8
-8,5,12,3.83,23.22417744486813,8
-10,11,2,3.8292,23.229097024956797,8
-2,8,12,3.8248,23.256192279863296,8
7,12,4,3.8243,23.2592753146826,8
-6,9,10,3.8236,23.263592946737674,8
-11,9,-6,3.8224,23.270998358807276,8
11,3,11,3.8197,23.287677909410913,4
3,-9,-11,3.8182,23.296954735903995,8
0,-11,9,3.816,23.310574221020392,4
6,-8,11,3.815,23.316770199267637,8
8,-8,-10,3.8139,23.32358960802299,8
-9,-4,12,3.8107,23.343450750886404,8
1,11,-9,3.8096,23.350285889309898,8
-10,-2,12,3.8088,23.355259431786422,8
-5,12,6,3.8082,23.358990989246827,8
-3,-10,-10,3.8067,23.3683251392756,4
-9,-6,11,3.8063,23.37081551501234,8
8,9,-9,3.8054,23.37642081558708,8
11,10,-4,3.8024,23.395124725255524,8
3,12,7,3.8004,23.407610755364143,8
5,11,8,3.8002,23.40886009672089,8
-6,10,-9,3.7951,23.440763749022455,8
10,-5,11,3.7945,23.44452287940163,8
-3,-8,12,3.7928,23.45518034674377,8
12,-10,0,3.791,23.466475366703953,4
2,-11,9,3.7905,23.46961481708677,8
8,-11,6,3.7882,23.484067193552093,8
8,12,-3,3.7877,23.48721138723617,8
-10,11,-3,3.7868,23.492873073456778,8
8,-7,11,3.7856,23.50042626661793,8
12,10,1,3.7826,23.519330670204912,8
12,-4,10,3.781,23.52942555093852,8
9,10,-7,3.7788,23.54332027320412,8
-7,-11,-7,3.7742,23.572426356845444,4
-4,-9,11,3.7738,23.574960746955604,8
-9,-11,5,3.773,23.580031174409612,8
-6,7,12,3.7701,23.598429905809194,8
12,-9,5,3.7689,23.60605163680871,8
-10,10,6,3.7677,23.613678328835974,8
12,0,11,3.763,23.643597399177693,4
4,10,-10,3.7627,23.64550972035111,8
8,10,-8,3.7609,23.656990194620196,8
11,-7,-9,3.7607,23.658266496136985,8
-10,-3,12,3.7598,23.664011570155164,8
-3,11,9,3.7593,23.667204492651695,8
12,10,2,3.7579,23.67614929507595,8
12,-7,-8,3.7578,23.67678847017196,8
4,12,7,3.7566,23.684461283956338,8
-9,12,0,3.7561,23.687659768465892,4
11,-8,-8,3.7554,23.69213910910968,4
12,-1,-11,3.7534,23.704946634182743,8
-11,-4,11,3.751,23.72033408975066,8
7,12,5,3.7492,23.731887894857497,8
-9,12,1,3.748,23.739596733040504,8
10,-8,9,3.7461,23.75181271724847,8
12,-6,-9,3.7439,23.765973374004297,8
-7,9,10,3.742,23.778216728590277,8
-6,12,-6,3.7396,23.793700195831814,4
12,-8,-7,3.7364,23.81437644765011,8
10,7,10,3.7352,23.82213937876473,4
-7,-8,11,3.7339,23.83055497685295,8
0,12,-8,3.7329,23.837032591288313,4
6,11,8,3.732,23.842865478448825,8
-11,11,0,3.7309,23.849998469598134,4
11,6,10,3.7307,23.85129583907798,8
-8,12,-4,3.7306,23.85194457714599,8
10,11,-4,3.7297,23.85778482013083,8
-11,-10,-5,3.7285,23.865576294544653,8
-1,12,8,3.7269,23.875972906390256,8
12,2,-11,3.725,23.888330742616027,8
9,12,-2,3.724,23.89484004526486,8
-9,5,12,3.7237,23.896793533070714,8
-11,11,-1,3.7229,23.90200440754345,8
10,9,-8,3.7221,23.90721757217575,8
-5,-9,11,3.7189,23.928093162753534,8
12,-10,3,3.7177,23.93593098232171,8
11,0,12,3.7176,23.936584367482503,4
4,-11,-9,3.7169,23.941159070141648,8
11,-9,-7,3.7154,23.950967939552875,8
-7,-10,-9,3.7153,23.951622152128277,8
2,12,8,3.709,23.992910266523772,8
5,-10,10,3.7083,23.99750668998625,8
-5,12,7,3.7024,24.036318597825993,8
-9,9,-9,3.7012,24.04422803122414,4
11,11,-2,3.6994,24.056102020752707,1
12,5,10,3.6959,24.079224195259087,8
5,8,12,3.6954,24.082531019790654,8
10,-4,12,3.6943,24.089809256274286,8
0,10,11,3.6917,24.10702999531438,4
10,-6,11,3.6902,24.11697632713707,8
0,9,12,3.6866,24.14088130106262,4
-1,-10,11,3.6858,24.146200004046495,8
9,-11,-6,3.6853,24.149525392854656,8
9,12,3,3.6849,24.152186368524138,8
8,-11,-7,3.684,24.15817572489303,8
9,-7,-11,3.6829,24.16550011570422,8
12,-9,6,3.6815,24.17482854301452,8
-11,-2,12,3.6809,24.178828662487216,8
1,-9,12,3.6808,24.179495478762053,8
-3,12,8,3.6798,24.186165680561977,8
12,-3,11,3.6791,24.190837028817604,8
2,-10,11,3.6685,24.26179750225551,8
-11,5,11,3.668,24.265155057374802,8
10,-10,7,3.6652,24.28397468646699,8
5,11,-9,3.6644,24.289357128153025,8
2,-9,12,3.6636,24.294741974948575,8
0,11,-10,3.6634,24.29608856263624,4
-7,12,6,3.6631,24.29810872626252,8
11,-11,3,3.661,24.312259356973183,8
8,12,-5,3.6607,24.314282231723503,8
9,-10,8,3.6602,24.31765444363258,8
10,-11,-5,3.6599,24.31967822331339,8
-1,11,-10,3.6577,24.334529653680335,8
7,11,8,3.656,24.346018285652065,8
6,9,-11,3.6549,24.353457933886713,8
-8,-9,10,3.654,24.35954832807215,8
-8,-8,-11,3.6465,24.41042125792387,1
-6,-10,-10,3.6449,24.421301879163032,4
-10,12,0,3.6445,24.424023562170625,4
11,10,6,3.6438,24.42878797896703,8
2,11,-10,3.6408,24.44922814574823,8
3,10,-11,3.6402,24.453320316873377,8
-4,12,8,3.64,24.454684680746595,8
6,12,-7,3.6393,24.45946116296564,8
10,12,-1,3.6371,24.474485215097538,8
11,3,12,3.6367,24.477218859816645,8
3,-9,12,3.6354,24.48610745746862,8
-6,8,12,3.6326,24.505274246515253,8
-9,12,-4,3.6322,24.508014828415664,8
-8,-10,-9,3.6291,24.52927530578886,8
12,-7,-9,3.6263,24.548510299772122,8
-9,-6,12,3.6251,24.556763180041145,8
11,8,-9,3.6242,24.562956511729514,8
12,-8,8,3.6216,24.580866060032417,8
12,-4,11,3.6177,24.607779797077466,8
-10,12,2,3.6151,24.625755317087027,8
-10,-5,12,3.6149,24.627139145929416,8
-11,7,10,3.6143,24.631291573255414,8
3,11,-10,3.6131,24.639600663920948,8
11,-11,-4,3.6093,24.66595010526645,8
-8,-7,12,3.6072,24.680536025246976,8
0,12,9,3.604,24.702795657539912,4
6,11,-9,3.6032,24.70836689146315,8
11,9,8,3.6025,24.71324379961116,8
4,10,11,3.6017,24.718819785877937,8
10,-8,10,3.6014,24.720911434727817,4
12,-11,0,3.5996,24.733468825328963,4
12,-6,-10,3.5994,24.734864884861153,8
1,12,9,3.5985,24.741149119317758,8
12,-10,5,3.5974,24.748834223216775,8
4,-9,12,3.597,24.75162999988249,8
-10,-9,9,3.5942,24.771218280440674,8
12,11,-1,3.5924,24.78382725988505,8
-5,12,-8,3.5906,24.79644918662287,8
-9,-11,7,3.5892,24.80627520484367,8
12,0,12,3.5876,24.817514557606206,4
12,9,-7,3.5857,24.830874632271765,8
7,9,11,3.5835,24.846362320818063,8
2,12,-9,3.5824,24.854113471606176,8
-8,12,6,3.5805,24.86751331321592,8
-10,-11,6,3.5797,24.87315971076158,8
10,12,3,3.5793,24.87598387906158,8
10,7,-11,3.5775,24.88870064193834,8
11,-4,12,3.5773,24.89011442479071,8
-4,11,10,3.5754,24.903553442746272,8
-7,10,-10,3.574,24.91346524327679,8
8,11,-8,3.5738,24.914881864181815,8
11,-6,-11,3.5736,24.91629864752148,8
12,-11,2,3.5712,24.93331272776014,8
-7,12,7,3.5687,24.951060657704293,8
-9,12,-5,3.5676,24.958877819786387,8
7,-8,12,3.5624,24.995898632292068,8
9,-9,10,3.5614,25.00303071780178,8
10,10,-8,3.5566,25.037321930773047,1
-3,12,9,3.5561,25.040899387015347,8
12,2,12,3.5547,25.05092175063314,4
-9,8,11,3.5544,25.053070452506322,8
-5,-10,-11,3.5538,25.057368971437793,8
11,-10,-7,3.5508,25.078883895111606,8
5,-9,12,3.5494,25.088936947175064,8
-11,-11,-5,3.546,25.113385369742304,1
12,-5,11,3.543,25.13499744214071,8
