H,K,L,Distance,2theta/TOF,Mult
9,-10,9,3.5384,25.168208901477296,4
12,-11,-3,3.5367,25.180505110135186,8
7,11,-9,3.5346,25.19571128188062,8
-6,12,8,3.533,25.207309372969508,8
11,12,0,3.532,25.21456364935712,4
10,12,-4,3.531,25.2218221374537,8
-5,-11,10,3.5286,25.239259714809624,8
0,10,12,3.5257,25.26036258935949,4
-11,12,-1,3.5252,25.264004613304227,8
-10,6,12,3.5244,25.269834055027324,8
12,10,-6,3.5212,25.293178976664485,8
1,10,12,3.5206,25.29756099294495,8
-4,12,9,3.5201,25.30121384303618,8
-9,-7,12,3.518,25.316567437837012,8
12,3,12,3.5147,25.340732520271487,4
0,-11,-11,3.5143,25.343664782970215,4
1,11,11,3.5092,25.381111212396323,4
8,-9,-11,3.506,25.40466404585286,8
2,-10,12,3.5055,25.408348159061024,8
11,12,2,3.5052,25.410559144306788,8
-11,-5,12,3.505,25.4120333500846,8
12,-8,-9,3.5035,25.423095394820788,8
-6,10,-11,3.4979,25.46447965907824,8
8,10,-10,3.4971,25.47040279249642,8
12,-7,10,3.4946,25.488930510292516,8
-2,-11,11,3.4943,25.491155663552245,8
-6,9,12,3.4936,25.496349212006542,8
9,12,-6,3.4932,25.499317912434645,8
-11,8,-10,3.4927,25.503029768671617,8
-8,12,-7,3.4921,25.507485435157882,8
-10,-11,-7,3.4914,25.51268569786184,8
12,-11,4,3.4901,25.522349004788275,8
-9,11,8,3.4871,25.54467714826738,8
8,-8,12,3.4862,25.551383277380303,8
12,-9,8,3.4839,25.568537309226368,8
-3,-10,12,3.4808,25.591694753762365,8
-5,12,9,3.4754,25.632134736354473,8
0,12,10,3.4745,25.638887270651935,4
-6,-11,10,3.4738,25.644141723420596,8
11,-11,6,3.4729,25.650900641476877,8
11,12,-3,3.4726,25.653154412881356,8
-10,12,-5,3.4716,25.6606698703846,8
11,-7,11,3.4709,25.665933334154413,4
3,11,-11,3.4698,25.674208893638497,8
-1,12,-10,3.4697,25.674961484175025,8
-7,12,8,3.4683,25.685502426884952,8
10,-9,-10,3.4658,25.704347271077495,8
12,4,12,3.461,25.740607677384286,4
8,11,9,3.4602,25.746661114353874,8
10,8,11,3.4594,25.752717424220567,8
12,6,11,3.4577,25.765596631028604,8
-2,12,-10,3.4552,25.784560266403574,8
11,-10,-8,3.4518,25.810396049102703,8
4,-10,12,3.447,25.846959143831644,8
10,-10,9,3.4446,25.865279910269553,8
12,-10,-7,3.437,25.923468931215293,8
-4,-11,-11,3.4364,25.928074053465824,4
-7,-10,-11,3.4351,25.938057483481728,8
12,11,5,3.4327,25.95650882461074,8
3,12,10,3.4316,25.964974543842246,8
-7,-9,12,3.431,25.969594557661598,8
11,12,4,3.4283,25.990405164446553,8
-10,7,12,3.4258,26.009704272661466,8
9,-9,11,3.4239,26.02439094661305,8
-6,12,-9,3.423,26.031353634816774,8
11,6,12,3.4224,26.03599751576029,8
12,12,0,3.42,26.054589769740147,1
9,10,-10,3.4156,26.088745248079572,8
12,12,-1,3.4138,26.102744001645508,1
7,11,-10,3.4123,26.114421214575955,8
-9,12,-7,3.411,26.12454999672877,8
-9,8,12,3.4055,26.167490411149007,8
-5,10,12,3.405,26.1714011496101,8
10,12,6,3.4029,26.187839140117937,8
-4,12,10,3.3992,26.216852070044723,8
8,12,8,3.3979,26.227061208972657,4
-10,-11,8,3.3972,26.232561761783835,8
12,12,-2,3.3956,26.245143201313187,1
12,5,12,3.3955,26.24592994567123,4
5,-11,-11,3.3947,26.25222561454309,4
-11,-11,7,3.3921,26.27270760509125,1
12,8,-10,3.3842,26.335139709192813,8
9,-11,9,3.3812,26.358926624494057,4
12,-9,9,3.3783,26.381961902296386,8
11,12,5,3.3739,26.4169896795447,8
0,-11,12,3.3701,26.4473165775034,4
11,-9,10,3.3686,26.45930707639513,8
-8,10,-11,3.3667,26.474510803975917,8
12,-11,6,3.3662,26.478514716422062,8
12,12,-3,3.3659,26.480917650678425,1
1,-11,12,3.3657,26.482519851419962,8
12,7,-11,3.3644,26.492938928014453,8
-7,12,-9,3.3641,26.495344505548132,8
8,-9,12,3.3628,26.50577377213525,8
-11,-8,11,3.3627,26.506576366676907,8
-5,12,10,3.3589,26.53711135475508,8
6,-10,12,3.3557,26.562880160428723,8
2,11,12,3.3525,26.58869953118421,8
-11,-10,-9,3.3491,26.616188185171534,8
12,-10,-8,3.3471,26.632384799105726,8
0,12,-11,3.3465,26.637247664128626,4
6,-11,11,3.3459,26.642112322087584,8
-8,11,10,3.3451,26.648601323441902,8
1,12,-11,3.3422,26.67215072536331,8
-10,-9,-11,3.3387,26.700628431827308,8
11,-7,12,3.3318,26.756950386054793,8
10,-10,10,3.331,26.763495989518383,4
3,11,12,3.3309,26.764314417282435,8
-2,12,-11,3.3293,26.77741613731484,8
-10,12,7,3.3268,26.797913519502526,8
12,12,4,3.3256,26.807763520007594,1
-9,12,-8,3.323,26.829130286565956,8
10,-8,12,3.3217,26.839826570026307,8
12,6,12,3.3202,26.852179140147662,4
6,12,10,3.3116,26.923222714831365,8
-11,12,6,3.3108,26.929850720070593,8
3,12,-11,3.3081,26.952244584005882,8
-11,11,-8,3.3055,26.973844615364662,8
4,11,12,3.3013,27.008810914958925,8
7,-10,12,3.3001,27.018818105110952,8
-8,12,9,3.2997,27.022155499315264,8
-10,-11,9,3.2991,27.027163151846754,8
9,-10,-11,3.2938,27.071478943434926,8
12,11,-7,3.2925,27.082371275303394,8
-7,-11,11,3.2908,27.096628455835784,8
9,9,12,3.2902,27.101664021599795,1
4,12,-11,3.2791,27.19516407983156,8
12,12,-5,3.2759,27.22224015827292,1
9,11,-10,3.2737,27.240886568110557,8
12,-9,10,3.271,27.26380608647709,8
12,-8,11,3.2656,27.309762172661287,8
5,11,12,3.2643,27.320849052888256,8
7,12,-10,3.2581,27.373850265044545,8
12,10,9,3.2532,27.415885487103544,8
11,-9,11,3.2516,27.429639528322344,4
-10,12,8,3.245,27.486522597546152,8
11,-10,-10,3.2445,27.49084163303703,4
5,12,-11,3.2429,27.50467176453089,8
11,12,7,3.2405,27.525443336750804,8
-8,10,12,3.2393,27.535841011427134,8
12,7,12,3.2373,27.553188113616795,4
-11,-8,12,3.2358,27.566212936055848,8
9,12,9,3.2311,27.607104717454312,4
-8,-11,-11,3.2305,27.61233376765638,4
0,12,12,3.2214,27.691887070423153,4
6,-11,12,3.2208,27.697148619648992,8
12,12,-6,3.218,27.72172924783716,1
10,10,11,3.2178,27.72348669373332,1
1,12,12,3.2175,27.726123284712834,4
-11,-11,9,3.215,27.748114594995467,1
-10,9,12,3.2144,27.753397754797398,8
12,11,-8,3.2131,27.76485157654555,8
-2,12,12,3.206,27.827575985894274,4
-6,12,-11,3.2002,27.879028540050285,8
-8,12,-10,3.1995,27.885251335144,8
10,11,-10,3.199,27.889697907514208,8
-3,12,12,3.187,27.99684718163333,4
9,10,12,3.1743,28.111156756183355,8
-7,-11,12,3.1716,28.135580489650238,8
-9,11,11,3.166,28.186374102189816,4
11,12,8,3.1648,28.19728257115109,8
12,9,11,3.1636,28.208199576708918,8
-4,12,12,3.1611,28.23097080049367,4
-10,12,9,3.1592,28.248301796345906,8
12,10,-10,3.157,28.26839615258386,8
12,12,-7,3.1534,28.30134022529162,1
7,12,11,3.1519,28.31508983913286,8
12,8,12,3.149,28.341710751943893,4
-11,-10,-11,3.1395,28.429272649991695,4
-9,12,-10,3.1368,28.454258558263568,8
-11,9,12,3.1364,28.457963950540595,8
12,-11,9,3.1298,28.519244073462865,8
5,12,12,3.1286,28.53041458891573,4
-11,11,-10,3.1221,28.591075611891178,8
-8,11,12,3.1175,28.634162771895397,8
-10,10,12,3.106,28.74245729788965,8
-8,12,11,3.0988,28.810681700271832,8
-10,11,-11,3.0982,28.816381852454885,8
6,12,12,3.0902,28.89260239951771,4
-11,12,-9,3.0851,28.941406180416582,8
12,12,8,3.0835,28.95675154706983,1
10,12,-10,3.0709,29.078173834205273,8
12,10,-11,3.0601,29.18307278818065,8
9,11,12,3.0594,29.18989821641515,8
12,9,12,3.0572,29.211370601077938,4
7,12,12,3.0467,29.3142941973226,4
12,11,10,3.0439,29.341864515206336,8
-9,12,-11,3.0417,29.36356373801148,8
11,10,12,3.0355,29.42489114073891,8
-11,-11,-11,3.0282,29.49743224860499,1
12,12,-9,3.0096,29.68390917888992,1
11,12,10,3.0027,29.75369422651247,8
-8,12,12,2.9986,29.79531819182077,4
10,11,12,2.9981,29.800402348960034,8
-10,12,11,2.9815,29.97019899881651,8
12,-10,12,2.9635,30.1565429909971,4
12,11,11,2.9567,30.22755152870884,4
-9,12,12,2.9468,30.331538927903825,4
-11,-11,12,2.9346,30.46068567762676,1
12,12,10,2.933,30.47770559890668,1
11,12,-11,2.9189,30.62853053542557,8
-10,12,12,2.892,30.920508604728496,4
12,-11,12,2.8694,31.170208452314743,4
12,12,-11,2.8547,31.334828897279994,1
11,12,12,2.8348,31.56051029502219,4
12,12,12,2.7759,32.24822172596448,1
