No.,H,K,L,Mult,2theta/,Ints/
41,-5,-1,-1,4,45.73091916815173,1.4720839549809038e-06
42,-2,2,4,4,45.823668637951805,37.63527878404983
43,4,0,-4,2,46.05971966869639,0.44255364820246545
44,-1,3,3,4,46.70417244279828,9.827708159967208e-05
45,-2,0,5,2,47.14597964286497,0.6761526455018576
46,-3,-3,2,1,47.23694138794627,81.33853861395596
47,4,2,-3,4,47.26299708230834,1.3804315041240511
48,-4,-2,-2,4,47.7131908079846,33.18706569967288
49,1,1,-5,1,47.88933008480343,7.378030129926177e-05
50,5,-1,-3,4,48.22935794817038,4.7173187758939503e-05
51,-1,3,-3,4,48.30559915148462,1.767220924234066e-05
52,6,0,-1,2,49.59197799314166,0.3892662409685048
53,3,1,4,4,49.80604722044316,15.6444757602771
54,-5,1,-2,4,49.97224985222297,0.21763338892148476
55,0,4,0,2,50.06312479731708,98.40837706763756
56,-6,0,0,2,50.19269902452772,0.14386905201841746
57,-3,-3,-2,1,50.37646701074114,74.5390936182529
58,1,1,5,1,50.48979113907772,2.6738630954583117e-07
59,-6,0,2,2,50.86633281719867,123.94278402577315
60,0,-4,1,4,50.99721580523006,0.006485038897594039
61,3,-3,-3,4,51.21486402814982,1.906195558932714e-06
62,-3,-1,5,4,51.32286773032583,0.0001020700776846882
63,-2,0,-5,2,52.30379247647382,0.4905185359335115
64,6,0,1,2,52.624297700691415,0.32335199238596624
65,-4,-2,4,4,52.8139776364518,0.5066021778074695
66,-2,4,0,4,52.99186241336741,254.4298475695367
67,1,-3,-4,4,53.04149686435356,11.125835365681285
68,2,-4,-1,4,53.39838989485522,0.0660721633748583
69,5,1,-4,4,53.46565567174283,0.4170859150032545
70,-4,0,5,2,53.519595802161845,0.003924733292212126
71,0,-4,-2,4,53.72628929747157,220.7425865928788
72,2,2,-5,1,53.80124421636868,0.18654509200847738
73,-6,0,3,2,53.92437010667993,0.030338195250389364
74,4,0,4,4,54.26254956128411,0.8471172045675915
75,2,-4,1,4,54.37393802972724,0.8841096988449632
76,1,-3,4,4,54.988085707212285,7.986228072184209
77,2,-4,-2,4,55.56943548646281,20.424758520336493
78,-3,3,-3,4,55.6242552825134,1.4469913281949363e-06
79,5,-1,3,4,55.72688952922626,0.000308813533494632
80,6,-2,-1,4,56.03347407632109,0.25770747343046996
81,-5,-3,1,4,56.40382094241576,2.317976501015484e-06
82,6,-2,0,4,56.58523967896984,207.63300594863
83,2,0,-6,2,56.718298886691926,103.0568228604847
84,-3,-3,4,1,56.72211023883735,0.04719609711843488
85,0,0,6,2,56.80227313645207,0.09743514865305042
86,-6,2,2,4,57.20668692873953,0.2492886694407034
87,2,4,2,4,57.45617154631551,17.6857536351217
88,-1,1,6,4,57.6053894433776,0.1680016801513066
89,-5,-3,2,4,57.80694263577495,1.506604391972346
90,0,4,-3,4,58.07399681294508,0.5789047448806917
91,2,-2,5,4,58.53848754607599,0.5689783577451826
92,6,0,-4,2,58.56701402542635,16.747689006107947
93,5,3,1,4,58.734688420605096,6.944138587537138e-05
94,6,-2,1,4,58.833310180548224,0.639528133123395
95,2,4,-3,4,59.37364757095983,0.11214632032328327
96,4,2,-5,4,59.66896592673218,0.1127052755190904
97,5,-1,-5,4,60.040363569964846,0.0003966969086418922
98,-6,-2,3,4,60.044660948853206,0.00555823735306983
99,3,-1,-6,4,60.19980137620761,0.03804122316595653
100,4,-2,4,4,60.360138190255554,0.15845729275475126
101,1,3,-5,4,60.56074169424196,2.2522912413557152e-05
102,-7,-1,0,4,60.79804314851837,0.14270979916602905
103,-5,-3,3,4,60.8510447614486,0.00011564735813868135
104,-7,-1,2,4,60.94403371906708,28.410699281453095
105,-4,4,1,4,61.10860685503337,0.5592676043873152
106,4,4,0,1,61.18453809006783,0.14360200767103806
107,-4,0,6,2,61.96420539666639,11.985768693054968
108,2,4,3,4,62.07929069170846,0.38130170399451674
109,-3,-3,-4,1,62.20409447968006,0.035675919402190635
110,-6,0,-3,2,62.27366081393091,0.019254086071910394
111,5,-3,2,4,62.34804758250552,0.13438199565107625
112,-2,2,6,4,62.66160743326114,0.27991761137431515
113,-4,4,2,4,62.66631286608719,0.2955618348855386
114,0,2,-6,4,62.74170226234163,127.55229963085223
115,1,3,5,4,62.79364462990728,0.00023582467095181636
116,4,4,1,1,62.88832037632158,0.13227858042781535
117,-7,-1,-1,4,63.17418186992644,5.068564518898012e-05
118,7,1,-3,4,63.45799436734834,6.304588714980538e-05
119,-3,-3,5,1,63.520895478800966,1.3928457673720883e-05
120,0,-4,-4,4,63.84230391354338,0.5020321558017389
121,-6,-2,4,4,64.40572722332884,36.085680681830006
122,1,5,0,4,64.50066672216835,0.12822674101849835
123,-6,0,5,2,64.59590612199378,0.25576307938530735
124,-2,4,4,4,64.64112463608843,0.12754273312608252
125,1,-5,-1,4,65.07665554153863,0.00014562745538057145
126,5,-3,-4,4,65.39971970191534,3.0918784793289036
127,-1,5,-1,4,65.51334752890554,0.00010737217180487171
128,4,4,-3,1,65.78883466799279,0.1037315013212539
129,4,-4,2,4,66.15652116715945,0.8302668297899509
130,2,0,-7,2,66.91072829984512,0.04121010989605994
131,-7,-1,-2,4,67.0735929552031,17.245034378626926
132,-1,5,2,4,67.2263724509207,0.1241097508369112
133,5,-3,3,4,67.41290189411534,2.6111273730111627e-05
134,7,1,-4,4,67.4845172485276,9.289036401883365
135,-4,-2,6,4,67.6393244699287,41.33546424102029
136,5,1,-6,4,67.77262760176549,15.208017107633738
137,-2,2,-6,4,67.86181185639204,0.20047691066183693
138,6,2,3,4,67.92886651474836,0.1490925735653948
139,8,0,-1,2,67.96244752676228,0.07142720055372834
140,-1,5,-2,4,68.07464365593096,0.10225362121148406
141,4,2,5,4,68.4306927567455,0.031513343426134176
142,-8,0,2,2,68.59023289090723,45.905011463214265
143,-8,0,0,2,68.87713729922324,122.03083767650419
144,1,-3,-6,4,69.10273350713045,0.11547396783373332
145,-3,-5,0,4,69.48230789334758,0.10415194110979002
146,-3,5,1,4,69.61770454176627,8.049126194656362e-06
147,3,-1,-7,4,69.8842744373937,1.0220693194255154e-05
148,3,3,5,1,69.94381352280243,1.3388379237715905e-05
149,-6,-2,5,4,70.15906987574394,0.32963610311657066
150,4,4,-4,1,70.37577137826509,13.242306214116516
151,8,0,-3,2,70.75241372190187,0.17759122833002952
152,0,-4,5,4,70.8687167068511,0.176599874433786
153,-1,5,3,4,70.8748494535772,1.1287141255209617e-06
154,2,-4,-5,4,71.213941050773,0.247400209271438
155,3,5,-2,4,71.28218436383081,0.7434470036325624
156,7,-3,-1,4,71.31946814666858,6.63103417272002e-06
157,3,3,-6,1,71.46278434134068,0.19612569119621698
158,1,3,6,4,71.60673054536969,0.20701122872902541
159,-6,0,6,2,71.86490713958739,34.248439697311014
160,-7,3,0,4,72.01063061611634,0.08862813139390929
161,-1,5,-3,4,72.11875520463059,3.447454364141327e-05
162,7,-3,-2,4,72.14424790409731,13.867542302352978
163,-4,0,-6,2,72.22723547777971,7.6157345697551495
164,2,2,-7,1,72.38099337063169,0.03975231240121885
165,2,0,7,2,72.78153928444647,0.031706409027058485
166,0,2,7,4,72.86614161738055,0.33307640995787074
167,7,-1,-5,4,72.91178608465215,0.0001743574432200429
168,-6,4,1,4,73.13438281729404,0.02488752459513467
169,-8,-2,1,4,73.39817862785536,0.02172135294783251
170,6,4,0,4,73.61072500620303,14.372454862784277
171,3,5,2,4,73.75763714916532,0.11209197141662551
172,5,3,4,4,73.80451722074378,4.072707599644318
173,-8,-2,2,4,74.01291931686868,5.821039406518087
174,6,4,-2,4,74.15483238448223,30.656979303315858
175,7,-3,1,4,74.20226997299538,8.498326638342963e-06
176,-8,2,0,4,74.28374722960218,64.47883097374414
177,-8,0,4,2,74.39269065892455,7.63968337377474
178,-3,5,3,4,74.43363527028325,6.152945843670094e-05
179,-7,3,3,4,74.46779373812815,4.8953208306454426e-05
180,-6,-2,-4,4,74.50198677550654,22.92041521022941
181,-8,0,-2,2,75.22114108198757,34.62581201212854
182,-2,-4,-5,4,75.32613305067645,0.20201641799374223
183,-6,4,-1,4,75.58650420611285,0.3065014154369079
184,1,-5,-4,4,75.92726676574466,0.06865279575102004
185,-8,-2,3,4,76.10609896566103,0.2916546938991517
186,4,4,-5,1,76.32193438704286,0.03697201058678307
187,5,-1,-7,4,76.5827368938855,0.00014280084227987264
188,6,-4,-3,4,76.65553363828283,0.2045348703909031
189,4,4,4,1,76.9409163339985,10.382728584691012
190,6,0,5,2,77.11771393685457,0.14896544905265294
191,-6,-2,6,4,77.18424631474383,0.02909343677306571
192,1,5,4,4,77.54873237073939,0.10274603529053139
193,7,-3,2,4,77.84912919338716,8.956465885909623
194,-3,-5,-3,4,78.08372898351871,3.8734886182291806e-05
195,-7,3,4,4,78.23592349309266,20.32934070634638
196,-3,1,-7,4,78.48081871108963,6.2724565736781875e-06
197,-5,3,6,4,78.51155120797078,17.54328818999658
198,1,-3,-7,4,78.65789902424054,0.00017889846647574787
199,0,0,8,2,78.71970197587451,82.58018214488018
200,5,5,-1,1,78.74290611706519,5.973745843500124e-06
201,0,-6,0,2,78.79710871262839,0.035868106290583776
202,-3,5,4,4,79.0069610706788,3.2753841109270527
203,5,5,0,1,79.0147574342095,0.017303285772941195
204,0,4,6,4,79.08500237926812,13.265689939811498
205,9,-1,-1,4,79.25730319448009,6.454759591772898e-05
206,-8,0,5,2,79.43044836359375,0.0013197499175785377
207,0,6,-1,4,79.52524957871454,0.04791644727895273
208,8,-2,-4,4,79.65204721807093,32.48850847152763
209,-5,-5,2,1,79.9390101648296,0.7181750989614096
210,5,1,6,4,80.08336558510273,12.908830963657268
211,-6,0,7,2,80.30100249476384,0.025274631745381998
212,9,-1,0,4,80.32526663909825,0.06138069022716821
213,3,1,-8,4,80.46307611979638,8.711792088273805
214,-8,-2,-2,4,80.47119915740377,4.573302671970708
215,3,3,-7,1,80.511842090192,9.9529855815232e-06
216,6,-4,-4,4,80.5932669666032,0.06478564606152461
217,-5,-5,-1,1,80.74030081986992,9.815230669498529e-06
218,2,6,0,4,81.11882049096613,59.90435197636347
219,2,-6,-1,4,81.45124485605842,0.0014327504314368843
220,-9,1,3,4,81.5097363600594,0.00012408674999866872
221,4,0,-8,2,81.63539611488702,6.0243238821386305
222,0,6,2,4,81.71941336131513,69.23145303458702
223,1,-1,8,4,82.20208115434217,0.060424532024100155
224,-2,-6,-1,4,82.24472937442732,0.0018519085231441493
225,1,5,-5,4,82.3301767513358,0.00015589823475881272
226,5,-5,-3,4,82.58773373741857,6.146834965306731e-05
227,-4,0,-7,2,82.63946517371485,0.10806067309496482
228,9,-1,1,4,82.84713038190068,6.95956377255269e-05
229,-7,3,-3,4,82.8992324587935,4.745613517415947e-06
230,-2,-2,8,1,83.04726115361507,1.0675756095128406
231,-2,6,2,4,83.23972445068904,0.11444866211699867
232,7,3,-5,4,83.40676346002327,1.0762626395952417e-06
233,4,4,-6,1,83.57456945630094,0.01496215078402262
234,-3,5,-4,4,83.78764070377555,1.6138186797438512
235,-6,4,-3,4,83.85002062223403,0.04042064308300004
236,-5,5,-2,4,83.91250684301617,4.35877005871
237,2,0,8,2,84.2265434910522,23.63159582437366
238,1,-5,5,4,84.31676335116822,0.0001494074086779385
239,8,2,-5,4,84.60696179715895,0.0391958887846954
240,9,1,-4,4,84.80780669004626,2.4763072941359723
241,-2,6,-2,4,84.81696202267706,0.07978666758713988
242,-3,-5,5,4,84.96375677483542,1.8790061572310745e-05
243,0,6,3,4,85.3425992344347,0.019344079061654012
244,6,2,-7,4,85.47285249190796,0.11305305241224375
245,8,2,3,4,85.6784644129515,0.14935670909091953
246,-8,0,6,2,85.83812943093422,38.275867938083124
247,-6,4,5,4,85.93237122786472,0.15295467238041377
248,6,0,6,4,86.32127516169953,42.978432121812425
249,2,-6,-3,4,86.45500581283255,0.20907475534421588
250,-5,-1,8,4,86.522051132118,3.34178421364467
251,5,5,-4,1,86.66612591900419,0.013632765105034831
252,4,-2,-8,4,86.79144119088133,31.072029256872707
253,7,-1,5,4,86.9365588608036,1.4456627386173998e-05
254,-5,-3,7,4,86.96564996843193,5.5655807848664843e-05
255,8,0,4,2,87.16992213730488,5.256891301710317
256,4,2,7,4,87.78948890197387,0.22147680664192482
257,-4,6,1,4,87.95843535562075,0.22128053080217
258,-4,6,0,4,88.02822210235509,10.595539076082295
259,2,-4,-7,4,88.04818489956058,0.016747424966010328
260,5,-5,3,4,88.5102647589451,1.731126341495619e-05
261,-10,0,1,2,88.72310515835137,0.07330197694517976
262,-3,-3,-7,1,88.8146896829628,2.6423728725248326e-07
263,2,6,3,4,88.82487940830919,0.18873554158052167
264,-10,0,2,2,88.91671031035507,0.2598640483739603
265,8,4,-1,4,89.01900592957692,0.0015494023634401966
266,4,-6,-2,4,89.33788416913978,14.98730364161485
267,-2,-2,-8,1,89.35854907578191,0.9347868545545701
268,9,-1,-5,4,89.5242734604524,0.0003009843299172586
269,-4,-6,-1,4,89.53465522165885,0.2196388088546916
270,-9,3,1,4,89.57621058220478,4.13346773132958e-06
271,8,4,-2,4,89.60740687250238,29.523757140414542
272,2,0,-9,2,89.78466971253529,0.05637602332794555
273,-8,4,0,4,89.86837343726519,9.963444640924715
274,-3,-1,-8,4,89.95226113131008,9.194018932409715
275,7,-3,-6,4,89.9732618842742,0.04708125603430771
276,-1,-5,6,4,90.07843919043864,8.387849741083821
277,-5,3,-6,4,90.38510001665618,16.553528125424016
278,0,6,-4,4,90.3957184925486,8.6238702626614
279,5,1,7,4,90.48077247574126,0.00010208657303820361
280,-10,0,3,2,90.55534996043778,0.006878151523071773
281,-9,3,0,4,90.63007287220142,0.055939299470090346
282,-3,-3,8,1,90.7692315505264,0.012744964426679758
283,3,5,5,4,90.8766212382982,3.403145656256174e-05
284,-8,-2,6,4,90.9627498230238,57.345407327157446
285,0,0,-9,2,91.03827110418008,0.05201009304291443
286,-2,-6,4,4,91.10312198893176,19.19947272527095
287,-1,1,9,4,91.12476329016415,5.7610790805302934e-05
288,-6,2,-6,4,91.4617699203258,0.0615950701835741
289,-8,4,3,4,91.6368698852298,0.06724607941735522
290,-9,-3,3,4,91.8017516228927,3.791882472530787e-05
291,-4,-6,3,4,92.15587133591988,0.11057112100334981
292,5,5,-5,1,92.16699005196617,3.612133215073366e-06
293,3,-5,-6,4,92.30066463547344,12.946070551548294
294,1,-5,6,4,92.44600192917036,8.924594425004404
295,1,3,8,4,92.47961894708511,7.254250530123113
296,4,-6,2,4,92.490831109038,14.113080415602358
297,-10,0,-1,2,92.65940418712188,0.0685276647985224
298,6,4,-6,4,92.68193611330712,1.338454574629899
299,7,5,0,4,92.82871370527889,0.046491115802102766
300,-7,-5,2,4,92.95334543609988,1.8971012632385287
301,4,-4,6,4,93.03286543139016,0.41611954931284845
302,-9,-3,-1,4,93.1239452854666,8.402644779588419e-05
303,-2,-4,-7,4,93.5595133487205,0.0147338265956815
304,-8,0,7,2,93.6287352139243,0.08289246747559206
305,-10,2,1,4,93.86036725249404,0.06476619296847905
306,-10,2,2,4,94.0466689823968,0.146463557127296
307,2,-6,4,4,94.25732715638776,18.465432832886904
308,5,5,4,1,94.53998363671266,0.012935605398331313
309,-1,1,-9,4,94.67022057900373,8.236595385402272e-05
310,7,5,1,4,94.9200646045682,9.485109629661649e-05
311,-9,3,4,4,95.07553237105836,8.20527367566186
312,-6,-2,8,4,95.0995053161884,45.992650417006764
313,8,4,-4,4,95.11149728780552,12.808156540440503
314,-7,5,3,4,95.18352623346846,4.7866403084913794e-05
315,-8,0,-5,2,95.23161912520716,0.000943374015466351
316,10,2,-3,4,95.69146457467916,0.0020574164916895713
317,8,4,2,4,95.91117872983146,26.70645897386285
318,-1,-7,0,4,96.11981926022222,0.048664021620486685
319,0,2,-9,4,96.1813951341604,0.13854131059649663
320,-7,-1,-6,4,96.24306741925902,0.02649315666181745
321,-4,-6,4,4,96.41626509516428,0.06919430545711168
322,-1,7,1,4,96.65254260023892,9.519857190683068e-05
323,5,3,-8,4,96.8025027609934,7.436026426046775
324,-4,6,-3,4,96.8902432648855,0.09766674948688368
325,1,7,1,4,97.04111043321602,1.746781835855245e-05
326,-9,-3,-2,4,97.06631105328631,1.481244140746948
327,-7,1,8,4,97.14200944920624,0.29978365979310506
328,2,-6,-5,4,97.21785304796964,0.06928152905961006
329,6,4,5,4,97.76569456154614,0.12748513414678145
330,5,1,-9,4,97.80420033546795,5.406784055199056e-05
331,-7,3,7,4,97.98439011817295,6.859463180899473e-05
332,-10,0,5,2,98.16540223652794,0.09365322986865146
333,-4,-2,9,4,98.28220466677864,0.15155211977424407
334,-7,-5,-2,4,98.49070554840692,1.103490268778283
335,-1,7,2,4,98.6346872574522,8.325409805651573
336,-8,2,7,4,98.79235524303432,0.18868846579741308
337,-7,5,4,4,98.8714242515956,7.236853891613007
338,-9,1,-4,4,99.01679346574218,1.994022773063987
339,-6,-6,1,1,99.05653193890608,0.04274382693196254
340,-5,-5,6,1,99.14940958705022,17.128471666023643
341,-1,-5,7,4,99.2824688268858,9.196524302633416e-05
342,0,4,-8,4,99.34916548346972,8.782459639493993
343,-1,7,-2,4,99.42934910965496,7.494000711733384
344,6,6,0,1,99.52310100425402,8.751816289984255
345,-9,-3,5,4,99.83270404461284,0.0002039756710647113
