H,K,L,Distance,2theta/TOF,Mult
1,4,-1,1.7751,51.481095326522,4
-6,1,0,1.7636,51.84163515406334,4
5,0,-4,1.7633,51.85111089586519,2
1,4,1,1.7592,51.98097501132082,4
4,3,-2,1.7591,51.98415088911867,4
4,-3,1,1.7511,52.23953704492804,4
6,1,-2,1.743,52.500792627767595,4
-1,2,5,1.7313,52.88300688146061,4
-5,-2,3,1.7217,53.20098095382908,4
0,-3,4,1.7184,53.31120801780736,4
2,-1,5,1.7008,53.90723409240622,4
-1,-4,2,1.6996,53.94837965777653,4
5,0,3,1.6934,54.16201504125821,2
2,-3,-4,1.6923,54.20010295232952,4
-6,-1,-1,1.6917,54.220901787919146,4
-3,-2,-4,1.6787,54.675678402724806,4
5,-2,2,1.6744,54.82786652577054,4
-1,4,-2,1.6719,54.91675632947803,4
4,1,-5,1.6668,55.09903045505298,4
1,2,5,1.6609,55.31148398673139,4
4,-3,-3,1.6564,55.47468228708888,4
-6,1,3,1.6559,55.4928777486541,4
4,1,4,1.6467,55.82992167645762,4
4,3,2,1.6453,55.88158772363564,4
1,0,-6,1.6401,56.07437156005852,2
3,-2,-5,1.6395,56.09670569024036,4
-3,4,0,1.6288,56.49815718323627,4
3,-4,-1,1.6247,56.65358812415998,4
-3,0,-5,1.6151,57.021063360553526,2
2,3,4,1.5903,57.994007392873854,4
3,-4,1,1.5888,58.05397767221848,4
5,2,-4,1.5872,58.11809016808795,4
-2,1,6,1.5841,58.24273373281782,4
0,1,6,1.5821,58.32344842828569,4
-3,-4,2,1.5774,58.514059593068126,4
-7,0,1,1.5765,58.55070959065337,2
3,0,-6,1.5726,58.71008746276783,2
-1,0,-6,1.5686,58.87450581309544,2
7,0,0,1.5579,59.319142451614695,2
1,-4,3,1.5551,59.43666975191537,4
-7,0,2,1.5544,59.46612851181616,2
6,-1,-4,1.5405,60.05755699212679,4
5,2,3,1.5357,60.264693978417405,4
4,-3,-4,1.5304,60.49517248796599,4
0,3,-5,1.5183,61.028426657134126,4
3,-4,2,1.5135,61.242738378886685,4
-5,0,-4,1.5124,61.29207662565091,2
2,-3,-5,1.51,61.40001711785815,4
7,0,1,1.5028,61.726274486895335,2
-3,-4,3,1.4972,61.98258855477692,4
7,0,-3,1.4965,62.0147869968847,2
1,-2,-6,1.4956,62.0562372872509,4
3,2,5,1.4765,62.95002288544942,4
4,-1,-6,1.4669,63.409699253928224,4
6,-3,-1,1.4658,63.46282819559664,4
1,4,-4,1.4629,63.603351834262114,4
2,1,6,1.4621,63.642233932162554,4
6,-1,3,1.4607,63.71039984398332,4
0,-5,0,1.4576,63.861894877607625,2
-6,3,0,1.4553,63.974792603943676,4
4,1,5,1.4502,64.22665890503585,4
-5,-2,5,1.4469,64.39076409096019,4
-3,2,6,1.4439,64.5407308810487,4
6,3,-2,1.4437,64.55075524159278,4
0,5,1,1.4414,64.66627531735477,4
-1,-2,-6,1.4408,64.6964837954401,4
7,2,0,1.4325,65.11748988746409,4
-7,-2,2,1.4298,65.25571213988822,4
-1,4,-4,1.428,65.34821027129156,4
-7,0,-2,1.4217,65.6741802607937,2
2,3,5,1.4194,65.79405644192516,4
3,-4,3,1.4169,65.92489060726771,4
-6,-1,5,1.4153,66.00891809793154,4
6,-3,1,1.4141,66.07208984510568,4
-7,0,4,1.4137,66.09317596579277,2
-5,0,6,1.4083,66.37926069098432,2
2,-5,0,1.4081,66.38990755928802,4
-1,0,7,1.4053,66.53935025420135,2
-5,4,1,1.4036,66.63043689240502,4
3,0,6,1.4025,66.6895184056446,2
-2,5,1,1.4015,66.74332678830218,4
4,-3,-5,1.3995,66.85122439200072,4
-5,4,0,1.3983,66.9161434014488,4
5,2,4,1.3969,66.99205403675491,4
0,5,2,1.3962,67.03007894765713,4
-6,-3,3,1.393,67.20450091089428,4
-7,-2,-1,1.3893,67.40739980763728,4
4,-3,4,1.3876,67.50106717603677,4
-2,-5,-1,1.3858,67.60055088260232,4
7,-2,-3,1.3843,67.68369594084876,4
5,4,-2,1.3803,67.90649907126658,4
-2,-1,7,1.3734,68.2945812975608,4
-3,0,7,1.3695,68.51606073965227,2
2,-5,-2,1.3671,68.6531297706464,4
5,4,1,1.3653,68.75632161544992,4
0,1,7,1.3646,68.79654250653968,4
-8,1,1,1.3553,69.3357838907709,4
-1,0,-7,1.3524,69.50581408762837,2
2,-3,-6,1.3495,69.676751406972,4
0,-3,-6,1.3482,69.7536750451392,4
-8,-1,2,1.3447,69.96169674063697,4
8,-1,0,1.3399,70.24918563214021,4
2,-5,2,1.3385,70.33352104490992,4
-1,4,5,1.3368,70.43622485472217,4
6,-1,4,1.3362,70.47255119903319,4
5,4,-3,1.3324,70.70356828480845,4
0,-5,3,1.3293,70.89325463237842,4
-7,0,-3,1.327,71.03470774392942,2
-7,2,-2,1.3245,71.18916061010081,4
6,3,-4,1.3222,71.33190552944487,4
7,0,-5,1.3184,71.56911836900512,2
-7,2,4,1.318,71.59418835897172,4
5,-2,-6,1.3136,71.87122954172695,4
3,4,4,1.3122,71.95987098388179,4
-1,2,7,1.3112,72.0233327574113,4
-2,5,3,1.3106,72.0614685908552,4
5,4,2,1.3101,72.0932821969804,4
-8,-1,3,1.3099,72.10601624089604,4
-3,2,-6,1.3089,72.16976032049146,4
-1,-4,-5,1.3036,72.50967338145608,4
-4,1,7,1.3012,72.66475231921667,4
-3,4,5,1.2932,73.18697540101479,4
-6,-1,6,1.2929,73.20671902510101,4
4,-1,6,1.2874,73.57076959896902,4
4,5,-1,1.2864,73.6373884491379,4
-4,5,0,1.2854,73.70414002742456,4
3,2,-7,1.282,73.93209412648825,4
-2,-1,-7,1.2793,74.11422470390751,4
-4,3,6,1.2748,74.4199815496059,4
-2,5,-3,1.2732,74.52936613457693,4
2,-3,6,1.2716,74.63910578646453,4
6,-3,3,1.2707,74.70099109628478,4
5,2,5,1.2679,74.89424926850795,4
5,-4,-4,1.267,74.95660257093748,4
4,-5,-2,1.2655,75.06077986504414,4
4,-3,5,1.2638,75.17923478416556,4
5,0,-7,1.2626,75.26309903505101,2
4,5,1,1.2625,75.27009705671952,4
8,-1,-4,1.2562,75.71389275123154,4
0,-5,4,1.2501,76.14915772268056,4
7,2,3,1.2469,76.37972004705335,4
-8,-1,-2,1.2447,76.53913248430739,4
-6,-3,5,1.2405,76.84552670269832,4
5,-4,3,1.2404,76.85285503276295,4
-2,-5,4,1.2399,76.88951999841898,4
7,-2,-5,1.2398,76.89685765848789,4
3,0,7,1.2361,77.16945030499222,2
-7,0,-4,1.229,77.69860707521933,2
9,0,-1,1.2257,77.947317979707,2
4,5,-3,1.2256,77.95488241302075,4
4,-5,2,1.2211,78.29698705697137,4
-7,0,6,1.2204,78.35050512412772,2
-6,-1,-5,1.2194,78.42710152437412,4
1,-4,-6,1.2189,78.46546254929255,4
-5,0,-6,1.2149,78.77386880290199,2
2,-3,-7,1.212,78.99916643085434,4
9,0,0,1.2117,79.02255552209117,2
-2,1,8,1.21,79.15538746828602,4
-3,0,8,1.2099,79.16321670514851,2
-3,-4,-5,1.2086,79.26515505901128,4
1,6,0,1.2072,79.37526470509773,4
0,3,7,1.2059,79.47781723645586,4
-1,-6,1,1.2004,79.9150078108526,4
8,-3,-1,1.1995,79.98706355477688,4
0,1,8,1.199,80.02715771851119,4
-2,-5,-4,1.1981,80.09944129844541,4
-9,0,3,1.1967,80.21217501982727,2
1,-6,1,1.1955,80.30908870817599,4
7,-4,-1,1.1921,80.58511612320751,4
3,-4,-6,1.1904,80.72393384201,4
8,-1,-5,1.1903,80.73211639503367,4
8,3,0,1.1888,80.85507971713785,4
-1,-4,-6,1.1887,80.86329230692982,4
-1,0,-8,1.1882,80.90438352363591,2
6,-3,4,1.1862,81.06922112114255,4
-7,4,0,1.1841,81.24311955405443,4
7,4,-2,1.1825,81.37618091413425,4
-9,0,-1,1.1804,81.55157425903036,2
6,1,-7,1.1798,81.60184396920452,4
-8,-1,-3,1.1773,81.81205893968834,4
1,6,-2,1.1763,81.896489051158,4
4,-5,-4,1.1718,82.27888414602842,4
-3,2,-7,1.1706,82.3815420508131,4
-8,3,3,1.1677,82.63083814995859,4
1,-6,2,1.167,82.6912703751648,4
4,5,3,1.1664,82.74314952257943,4
-7,2,-4,1.1645,82.90792339347092,4
4,-1,-8,1.1643,82.92531148922278,4
-5,4,-4,1.1637,82.97752564906249,4
-2,-5,5,1.1626,83.07344641066912,4
-9,2,1,1.1617,83.1521152138899,4
8,-3,1,1.1615,83.16962023956762,4
7,4,1,1.1593,83.36273171129858,4
9,0,-4,1.1576,83.51265657681685,2
7,2,-6,1.1572,83.54802253411347,4
7,4,-3,1.1564,83.61885716794579,4
-6,-3,6,1.1556,83.68982914234229,4
4,-1,7,1.1529,83.9303796176576,4
-5,-2,-6,1.1525,83.96615130613262,4
-3,6,0,1.152,84.0109150034279,4
4,-3,6,1.1516,84.04676530238316,4
3,-6,-1,1.1506,84.13654445236917,4
-9,-2,0,1.1498,84.20852604753482,4
3,2,-8,1.1482,84.35291333529334,4
2,-3,7,1.1458,84.57056174348206,4
-6,-5,1,1.1421,84.90864037834251,4
-5,0,8,1.1385,85.24057749448716,2
3,-6,1,1.1376,85.32402892347913,4
-6,-5,0,1.1371,85.37047215601996,4
9,2,-3,1.137,85.3797677886456,4
2,-1,8,1.1356,85.51015187156919,4
7,0,5,1.1341,85.65035929713294,2
3,-6,-2,1.1334,85.71597100066903,4
-6,5,2,1.1315,85.89464586157781,4
-1,-2,-8,1.1297,86.0647118741823,4
-8,3,4,1.1291,86.12157354885677,4
7,0,-7,1.1261,86.4071898644256,2
-1,-6,-3,1.125,86.51246586074052,4
-9,2,-1,1.123,86.70463978652073,4
7,-4,2,1.1208,86.91717732723494,4
-2,-5,-5,1.1197,87.02390000250283,4
8,-1,-6,1.1187,87.12118491574891,4
-6,5,-1,1.1171,87.27736728575532,4
7,4,-4,1.1169,87.29693583940518,4
-5,4,6,1.1142,87.5621133888771,4
6,1,6,1.1137,87.61142617598951,4
-1,-4,7,1.1128,87.70035230781275,4
-3,4,-6,1.1114,87.83910049523662,4
4,-5,-5,1.1098,87.9982976910674,4
3,6,2,1.109,88.07814890446639,4
9,0,-5,1.1074,88.23835970814754,2
-6,5,3,1.1066,88.31872056766105,4
8,-1,4,1.1053,88.44967229687217,4
4,5,4,1.1039,88.59120586175402,4
9,-2,-4,1.1032,88.66217150160361,4
3,0,8,1.1031,88.67232030983727,2
-3,6,3,1.1025,88.73327029854201,4
-6,-3,-5,1.1022,88.76378208332285,4
-5,0,-7,1.098,89.19354331152194,2
-2,-3,8,1.0952,89.48277469031522,4
1,0,-9,1.0918,89.8369630201062,2
-10,1,1,1.0902,90.00478468162518,4
1,6,-4,1.0886,90.17334691187374,4
-10,-1,2,1.0884,90.19446955160537,4
0,-3,8,1.0871,90.33205177529598,4
-5,-2,8,1.0867,90.37448448524152,4
5,4,5,1.0859,90.45949126350325,4
-6,-5,-2,1.0844,90.61938924765734,4
9,-2,2,1.0842,90.64075947497612,4
0,-5,-6,1.0838,90.68353569802025,4
7,2,5,1.0829,90.77995700549609,4
9,0,3,1.0819,90.88737675148515,2
-8,-3,5,1.0806,91.02747325593343,4
2,1,-9,1.0802,91.07068286697748,4
6,1,-8,1.0785,91.25486752343782,4
7,2,-7,1.0758,91.5492204361103,4
-1,6,-4,1.074,91.74671268511129,4
-10,-1,3,1.0732,91.83481271329268,4
7,4,3,1.0727,91.88997754999153,4
8,3,3,1.0708,92.10032568181697,4
6,-5,-4,1.0701,92.17811196694346,4
3,-6,3,1.0692,92.27835342717798,4
0,1,9,1.0688,92.32298871929558,4
-7,-4,5,1.0681,92.40122460075173,4
5,-6,-1,1.0635,92.91931524471602,4
-3,6,4,1.0612,93.18097883430038,4
4,-3,-8,1.061,93.20381571535005,4
9,-2,-5,1.0595,93.37552132794444,4
1,0,9,1.0594,93.38699537286922,2
3,2,8,1.0558,93.80233003271175,4
-10,-1,-1,1.0546,93.9417647801685,4
-5,-6,2,1.0532,94.10507120099501,4
-4,3,-7,1.0523,94.21041590382286,4
-5,-2,-7,1.0513,94.32779984416514,4
9,0,-6,1.0507,94.39839987359598,2
-4,-1,9,1.0506,94.4101789550149,4
-5,-6,-1,1.0465,94.8962011410187,4
10,-1,-4,1.0464,94.908131055709,4
-7,0,-6,1.046,94.95588707637778,2
-1,-2,9,1.0458,94.97978693219324,4
-4,-5,6,1.0445,95.13549223939134,4
2,-5,6,1.0427,95.35210990022236,4
-6,5,-3,1.0422,95.41249428789722,4
0,7,0,1.0411,95.54566772333442,2
2,-3,8,1.0391,95.78896379305142,4
-7,0,8,1.0386,95.85002379539112,2
-4,5,-5,1.0384,95.87447436215598,4
-5,-4,7,1.0378,95.9479173706674,4
-9,-2,-3,1.0372,96.02149770713126,4
0,7,1,1.0352,96.26776339062826,4
-1,-6,5,1.0335,96.47830628784149,4
-5,0,9,1.0332,96.51557790849185,2
8,-1,5,1.0331,96.52800961315843,4
5,-6,-3,1.0315,96.72745147207338,4
8,3,-6,1.0262,97.39538902545857,4
6,-5,-5,1.0254,97.49719690086559,4
9,0,4,1.0237,97.71441165739141,2
3,-4,7,1.0229,97.81704391071456,4
2,-7,0,1.0226,97.85559962330203,4
-6,-3,-6,1.0223,97.8941928688309,4
-3,6,-4,1.022,97.93282371518166,4
-5,-6,-2,1.021,98.06186564003335,4
-10,-1,-2,1.0207,98.10066021244977,4
-2,-7,1,1.0201,98.17836332490538,4
-1,4,8,1.0188,98.34724369269891,4
0,7,2,1.018,98.45152817934176,4
-1,-6,-5,1.0179,98.46458301046336,4
1,2,9,1.0173,98.54300220077344,4
-9,4,1,1.0169,98.59536776249499,4
-8,3,-4,1.0157,98.75287960147833,4
2,7,1,1.014,98.97709462546327,4
9,-4,-2,1.0139,98.99032317312913,4
-3,6,5,1.013,99.10957834891478,4
5,4,6,1.0108,99.40260330499132,4
10,-1,-5,1.0103,99.46950149747401,4
-9,2,6,1.0096,99.56334797591815,4
2,-5,-7,1.0091,99.63051666432085,4
9,-4,0,1.0089,99.65741584717914,4
-3,-4,8,1.0079,99.79218451675716,4
2,7,-2,1.0066,99.96806700873745,4
